Dry yield (tonne/ha)_mean,Dry yield (tonne/ha)_std,Seasonal irrigation (mm)_mean,Seasonal irrigation (mm)_std,Profit_mean,WaterEfficiency_mean,label
13.155221587209937,0.8342353428365862,154.33333333333334,52.61292557371584,485.6065523644552,85.23901676377929,A2C_500000
13.484160751408306,0.3504203841136125,156.33333333333334,85.43781982496205,542.8156019201615,86.25262740772904,A2C_1000000
13.275437581924825,0.5531859618509735,152.0,74.2967724378315,509.57876474646855,87.33840514424227,A2C_1500000
13.493193391823594,0.37644722075520926,147.5,81.68933894150689,553.2748105282467,91.47927723270233,A2C_2000000
