Dry yield (tonne/ha)_mean,Dry yield (tonne/ha)_std,Seasonal irrigation (mm)_mean,Seasonal irrigation (mm)_std,Profit_mean,WaterEfficiency_mean,label
14.017838160891268,0.23914239010952087,1629.5833333333333,151.0041010715406,-834.3724643729049,8.602099612922283,Random
13.808877346595544,0.6975748625558563,380.1716027567498,33.687813225478195,377.4263196304478,36.32274806025178,Interval
13.976741150374625,0.22550157026484507,305.60778136694955,119.16781333560691,482.2056257004833,45.73424501123048,Net
8.876739454825408,3.747437426970663,0.0,0.0,-130.18689813142646,,Rainfed
13.963489753184847,0.21693817038736474,254.54545454545453,113.36786461459317,530.8827010278178,54.8565668875119,Thresholds
13.493193391823594,0.37644722075520926,147.5,81.68933894150689,553.2748105282467,91.47927723270233,A2C
