Dry yield (tonne/ha)_mean,Dry yield (tonne/ha)_std,Seasonal irrigation (mm)_mean,Seasonal irrigation (mm)_std,Profit_mean,WaterEfficiency_mean,label
13.964151755258483,0.2132412508528375,229.16666666666666,97.14512786652098,556.3806492798603,60.93448038658247,PPO_500000
13.916066255686937,0.21132679375329808,187.75,95.99960032095989,589.1419260236489,74.12019310618875,PPO_1000000
13.754012240161499,0.2513097412686323,185.0,93.36097410163525,562.7222032290697,74.34601210898107,PPO_1500000
13.811793073244568,0.2901008287684707,185.16666666666666,87.06955998615922,572.9560865173557,74.59114170969164,PPO_2000000
13.537784452017496,0.32712864029785166,148.83333333333334,88.3817783359202,559.9678680298157,90.95935802027432,PPO_2500000
